,text
140,"- Mais de 100 cilindros de oxigênio foram transportado por militares do Comando Militar da Amazônia para mais de 20 municípios em Rondônia. 

A ação faz parte da operação COVID19 em apoio aos órgãos de saúde do estado. @exercitooficial https://t.co/hVrKRZo4Hy"
141,"- Neste último domingo (28), militares das Forças Armadas transportaram mais 10 contêineres de oxigênio para Porto Velho (RO). Um total de 17 mil m3, por meio de um KC-390 da @fab_oficial , para dar suporte aos hospitais da cidade no tratamento de pacientes com Covid-19. https://t.co/hr2Kva81O1"
142,- Segue o fio: https://t.co/8CFPeeBQRm
143,"- Em telefonema, os Presidentes do Brasil e Rússia ultimam a aquisição da vacina Sputnik. 
- Pres Jair Bolsonaro.
- @minsaude @mqueiroga2 
- @anvisa_oficial Dr. Antonio Barra https://t.co/Ke3AjMWEPV"
144,- @MEC_Comunicacao @mribeiroMEC (@ebserh - Hospitais Universitários Federais) https://t.co/IJw2vbkSB5
145,"- Foco no Programa de Aquisição de Alimentos (PAA) garante atenção e renda ao agricultor familiar.

@MinCidadania @joaoromaneto / @Mapa_Brasil @TerezaCrisMS https://t.co/mupFoNQvEW"
146,- @exercitooficial vacinando. https://t.co/jF5gbFgdCV
147,"- ""De quatro pessoas que entregamos imóveis hoje, três estão desempregadas.""
- ""Só Deus sabe como elas sobrevivem."" https://t.co/XAyBJVHHFf"
148,"- Energia Sustentável: o projeto ""Ilumina Pantanal"" leva energia, por meio de placas solares, ao Pantanal sul-mato-grossense. Confira:

@Minas_Energia https://t.co/Y5qr5QWdcc"
149,"- Para fortalecer ainda mais o setor e ampliar a produção de frutas no Nordeste, a @embrapa e o @mdregional_br ( @rogeriosmarinho) investem em tecnologia. Veja os detalhes do projeto: @tvbrasilgov https://t.co/jFrNYqhDiE"
150,"A3. Além das cestas de alimentos, ficou destacado a importância e fortalecimento do Programa de Aquisição de Alimentos (PAA), que busca promover o acesso à alimentação e incentivar a agricultura familiar por meio do @MinCidadania ( @joaoromaneto )."
151,"A2. A iniciativa foi comunicada aos 16 prefeitos do Marajó em reunião realizada com a presença da ministra Damares Alves, titular do Ministério da Mulher, da Família e dos Direitos Humanos (MMFDH). @planalto"
152,"A1. Devido ao agravamento social causado por decisões conhecidas por todos, o @govbr anuncia que, por meio do programa Abrace o Marajó, destinará cerca de 95 mil cestas de alimentos para pescadores artesanais do arquipélago. @mdhbrasil @DamaresAlves https://t.co/a8dNXcTm8G"
153,- O Brasil precisa avançar e seguimos fazendo nossa parte! Assista para mais detalhes: @EconomiaSepec https://t.co/qjYbTE6ygP
154,"- Transferência automática de recursos, sem intermediários, para as escolas públicas. É o Programa Dinheiro Direto na Escola. Veja os detalhes:

@MEC_Comunicacao @mribeiroMEC https://t.co/yLSwJbbJCf"
155,"- Ouçam o Prefeito de Chapecó/SC.
- Bom dia a todos. https://t.co/WcrSJbUx8D"
156,"- A vacinação contra a Covid-19 segue batendo recordes no Brasil.

- O objetivo diário de 1 milhão de vacinados, estabelecido pelo ministro da Saúde, foi batido na quarta-feira (31) e elevado na quinta-feira (1º). 
Segue o ritmo! @minsaude @mqueiroga2 https://t.co/rd6EGQGYzI"
157,"- Balanço Semanal: mais algumas das principais ações do @govbr e Ministérios, desta semana. @casacivilbr https://t.co/WLcVV9q8E3"
158,"A @fiocruz recebeu mais 225 litros de Ingredientes Farmacêuticos Ativos (IFA) para a produção da vacina de Oxford/AstraZeneca contra o covid. São mais 5,3 milhões de doses. @govbr @minsaude https://t.co/EoVRwSu3tf"
159,"1.3- A Anatel, por ex., deve economizar cerca de R$ 980 mil/ano com a mudança da sua gerência regional de MG para uma área de 750 m² no prédio do @BancoCentralBR . A cooperação entre os órgãos foi firmada pelo prazo de 60 meses mediante o rateio de despesas em comum. @secomvc"
160,"1.2- A iniciativa faz parte do projeto https://t.co/pQAfmeEdbs, que reúne as secretarias de Gestão (Seges) e de Coordenação e Governança do Patrimônio da União (SPU) do @MinEconomia ."
161,1.1- O uso compartilhado de salas e edifícios entre órgãos da Administração Pública Federal deve gerar uma economia de R$ 500 milhões já no primeiro ano. @govbr @MinEconomia https://t.co/4nBUtSvnJG
162,A3. Já os alimentos vão beneficiar mais de 26 mil pessoas em situação de vulnerabilidade social. Os produtos foram arrecadados pela Companhia de Entrepostos e Armazéns Gerais de São Paulo (Ceagesp). @exercitooficial @fab_oficial @marmilbr
163,A2. Os sedativos e relaxantes musculares são essenciais durante o processo de intubação de pacientes com Covid-19 internados em UTIs. As ampolas foram entregues em 72 hospitais de 57 cidades. @minsaude
164,"A1. As Forças Armadas entregaram uma nova remessa com 86 mil ampolas de medicamentos do kit intubação para o estado do Rio Grande do Sul e 223 toneladas de alimentos para o município de Aparecida, em São Paulo. @DefesaGovBr https://t.co/kYmve1UA9H"
165,- @govbr zera mais impostos. São mais de 600 produtos desde o início de 2019. @MinEconomia @tvbrasilgov https://t.co/H6dgJaT2yq
166,"- Nesta última semana, o @minsaude começou a coordenar a maior distribuição de vacinas covid-19 de uma única vez desde o início da campanha nacional de vacinação. 

- Estão sendo enviadas para todo o Brasil um total de 9.128.000 milhões de doses. (Segue) https://t.co/tItsYJX8FJ"
167,"- Disse-lhe Jesus: ""Eu sou a ressurreição e a vida. Aquele que crê em mim, ainda que morra, viverá; João 11:25

- FELIZ PÁSCOA A TODOS! https://t.co/3vZNJVEzDP"
168,"- João 8:32
- Bom dia a todos. @sikerajr https://t.co/YEHuIcGL9e"
169,"- CELEBRAÇÕES RELIGIOSAS: Min. Nunes Marques/STF concede medida cautelar para o fim de determinar que: estados, DF e municípios se abstenham de editar ou exigir o cumprimento de decretos ou atos administrativos locais que proíbam a realização de celebrações religiosas presenciais"
170,"- Visitando o povo para ouvir suas necessidades!
- Sábado (03/04/2021).

. Link no YouTube: https://t.co/B9jT6BNyxZ"
171,"- A @marmilbr à Secretaria Municipal de Saúde de Manaus na campanha de vacinação contra ao Covid-19 na capital e nos interiores.

A equipe atua na triagem de vacinação em postos estruturados. @DefesaGovBr @fab_oficial @exercitooficial https://t.co/GkWPdlzN7x"
172,https://t.co/HWeZ1sOH69
173,- @DefesaGovBr @fab_oficial @exercitooficial @marmilbr https://t.co/9HoiDSjjNa
174,- @planalto https://t.co/Q92U373Zn7
175,- @govbr https://t.co/AyES8jLccJ
176,- @secomvc https://t.co/hjwUzeG9aD
177,- @minsaude https://t.co/UluLfK5Ihy
178,https://t.co/h3ufmLnv2q
179,"- ALERTA FEITO EM MAIO DE 2020.

- Consequências do ""fecha tudo"" e a infrutífera busca de diálogo por parte do Presidente.

https://t.co/P6lfNImZXM"
180,"- Trabalhar, muitas vezes, também é uma atividade física.

- Por que então fecham praias, academias, proíbem futebol?...

- Ontem no Brasil, se aplicou mais de 1 milhão de doses de vacina.
https://t.co/iyImG4ntSR"
181,"- O @govbr disponibilizará aos municípios mais 2.904 médicos, com CRM, para reforçar o combate ao COVID.

- Estes profissionais se juntarão a outros já em atividade, chegando a 18.000 em todo o Brasil.

- Será um recorde no número de médicos em toda a história do programa. https://t.co/CiXOtVFMdb"
182,"- Ele mesmo levou em seu corpo os nossos pecados sobre o madeiro, a fim de que morrêssemos para os pecados e vivêssemos para a justiça; por suas feridas vocês foram curados. 1 Pedro 2:24

- Boa noite a todos! https://t.co/iCaDGOZZGr"
183,"- Depois de Aparecida/SP, agora a CEAGESP e ""Pátria Voluntária, fazem também doações para Roseira/SP e Potim/SP.

- Parabéns ao Cel PM ROTA, Dir-Pres da CEAGESP, Mello Araújo, e permissionários pelas ações. https://t.co/BygldVRkEj"
184,"- O @minsaude começou ontem (01/04/2021) a fazer a maior distribuição de vacinas COVID19 de uma única vez, desde o início da campanha nacional de vacinação: 9.128.000 doses https://t.co/d1n8rnzl66"
185,"- A imunização ganha força com as vacinas da @fiocruz , fabricadas no Brasil. Serão mais de 100 milhões de doses até julho. Fique atento ao calendário de vacinação na sua cidade. Baixe o aplicativo Conecte SUS e continue se cuidando. @minsaude @govbr https://t.co/Hg69kBVgiX"
186,"O @minsaude iniciará a distribuição das vacinas contra o covid19 para atender parte das forças de segurança e salvamento e Forças Armadas, grupo que vem atuando diretamente nas ações de enfrentamento à pandemia.  

Saiba mais no Portal da Saúde: https://t.co/s8wePGCZVt https://t.co/aq0YgblqP0"
187,"A2. Os medicamentos são armazenados e loteados no 3º Batalhão de Suprimento em Nova Santa Rita (RS). @minsaude 

Mais informações: https://t.co/5E0FzyFHKT"
188,"A1. O 3º Grupamento Logístico do Exército Brasileiro distribuiu, somente na última semana, 133 mil medicamentos para tratamento contra a covid-19 em 152 hospitais de 127 cidades do Rio Grande do Sul.  @exercitooficial https://t.co/oaFtYMMh65"
189,- @minsaude @govbr (segue o fio): https://t.co/ot3uUbDpOo
190,"- Live Semanal - 01/04/2021. 

Acompanhe: https://t.co/zkDcMMM2TS"
191,https://t.co/gFW57QH2ot
192,"- Com a aprovação da Vacina da Janssen pela @anvisa_oficial , o Brasil se destaca em segunda posição mundial, com cinco vacinas aprovadas (Pfizer-BioNTech / Oxford-AstraZeneca / CoronaVac (Sinovac) / Janssen / covishield).

@minsaude https://t.co/vXqsNvrcNQ"
193,"- Editada MP que abre crédito extraordinário de R$ 5,3 bi para o @minsaude : expansão de leitos e compra de equipamentos. O crédito extraordinário será dirigido à @casaoswaldocruz , ao Hospital Nossa Senhora da Conceição, em Porto Alegre, e ao Fundo Nacional de Saúde - @Funasa https://t.co/uDmbop2vMG"
194,B2. São 545 mil ampolas da MSD Invenções para a Vida e 129 mil da Achè. Todos os acordos firmados até agora contemplam hospitais públicos e privados nas regiões mais críticas. @govbr @minsaude
195,"B1. Reforçando o compromisso de apoiar estados e municípios no combate ao covid e salvar o maior número de vidas, o @minsaude fechou acordos com empresas para a obtenção de medicamentos para intubação. O saldo de um dia de negociações chega a 674 mil unidades de sedativos. https://t.co/meUuSFtaF5"
196,"1.2- Crescimento foi informado pelas próprias empresas à agência, em resposta ao Edital de Chamamento Público nº 5/21. Elas relataram que as flexibilizações são relevantes para permitir identificar previamente situações que possam causar a interrupção do fornecimento. @secomvc https://t.co/VxxzLV7foC"
197,1.1- A série de medidas excepcionais adotadas pela @anvisa_oficial para diminuir o risco de desabastecimento de oxigênio medicinal no país foi capaz de aumentar em até 200% a capacidade de produção e envase do produto em território nacional.
198,A2. Os recursos arrecadados são destinados ao Fundo Nacional Antidrogas (Funad/@JusticaGovBR ) para investimentos no reforço da segurança pública nacional e das polícias do estado que efetuaram a apreensão dos bens. @secomvc
199,A1. A Secretaria Nacional de Políticas sobre Drogas do @JusticaGovBR realizou mais um leilão com itens apreendidos pela @policiafederal no combate o tráfico internacional de drogas. https://t.co/ql6UyHZmbp
200,- Mais fatos do trabalho do @govbr no combate ao covid em todo país. Lembrando que o Brasil é um dos países que mais vem obtendo vacinas no mundo. https://t.co/VKCwUddjxy
201,"- Com ferramentas legais para ampliar acesso à internet no país, o @mincomunicacoes autorizou, por meio do programa de Debêntures Incentivadas, a captação de mais de R$ 5,1 bilhões para projetos de investimento em infraestrutura de telecomunicações em todos os estados do Brasil. https://t.co/43aOrIlt0I"
202,"- O https://t.co/Z4xbO6jbI6 entregou ontem mais 3,4 milhões de doses da vacina contra o coronavírus. Mais vacinas que serão utilizadas no Programa Nacional de Imunizações, do @minsaude . https://t.co/AN4cK3NaCw"
203,"1.2- O criminoso tinha fortes conexões com uma facção brasileira que atua no Rio de Janeiro, sendo o responsável pelo envio de grandes carregamentos de cocaína ao Brasil, assim como pelo fornecimento de armas ilegais de grosso calibre ao grupo carioca. @secomvc"
204,"1.1- A @policiafederal prendeu, em cooperação internacional com a Secretaria Nacional Antidrogas do Paraguai, o líder de uma organização criminosa paraguaia que atua no tráfico internacional de drogas. @JusticaGovBR https://t.co/Gz6N2i3jxP"
205,"- Mais duas aeronaves C-130 Hércules da Força Aérea Brasileira decolaram de Guarulhos (SP) com destino à Sinop (MT), transportando 347 cilindros de oxigênio que irão auxiliar pacientes com Covid-19.

@DefesaGovBr https://t.co/ue4tPRmpLk"
206,"- OperaçãoCOVID19

- Mais uma aeronave KC-390 Millennium da @fab_oficial transportou para Porto Velho/RO, 10 tanques de oxigênio que serão utilizados no atendimento a pacientes com covid. https://t.co/Uxy8DVmChX"
207,- @minsaude ( segue o fio): https://t.co/KjAp1hIAYK
208,"- Em abril/2013 o Congresso anulou a sessão de 02/abril/64, que destituiu o Presidente João Goulart.

- Não discuto a História, mas verdadeiros democratas não apagam fotos ou fatos.

- Deus abençoe o Brasil e guarde nossa liberdade! https://t.co/EKul9CNDLF"
209,"- Apresento os novos comandantes de Força:

- Almirante de Esquadra Almir GARNIER Santos;

- General de Exército PAULO SERGIO Nogueira e

- Tenente Brigadeiro do Ar Carlos de Almeida BAPTISTA JUNIOR https://t.co/W17Dp7npwp"
210,https://t.co/F2v9HVOYW1
211,"1.2- Assim, os aproximadamente 2.900 profissionais bolsistas ativos, que teriam o encerramento de suas atividades no projeto a partir de abril, continuaram atuando por mais um ano.
⁣
Saiba mais em: https://t.co/HBF09Nv86V"
212,"1.1- Reforçando o combate ao Covid19 na atenção primária, o @minsaude  prorrogou por um ano a permanência de médicos integrantes do 19º ciclo do Programa Mais Médicos para o Brasil. https://t.co/cxjacHswri"
213,"- O @exercitooficial segue na distribuição de medicamentos para kits intubação a mais 72 hospitais em 57 cidades no RS. Nesta ação, coordenada pelo 3º Grupamento Logístico, foram distribuídas 86 mil unidades de sedativos, relaxantes musculares e neurobloqueadores. https://t.co/ISmCy89tzB"
214,"- O AntecipaGov é um programa que permite que empresas com contratos ativos com o @govbr peçam antecipação de crédito de até 70% do que ainda têm a receber. A facilitação pode injetar até R$ 45 bilhões na economia. Detalhes: https://t.co/P7XFzkBKSc. 

@MinEconomia @tvbrasilgov https://t.co/yv8puUULGM"
215,"- Brasil criou 401.639 novos postos de trabalho em fevereiro/2021, segundo o CAGED.

- O setor de Serviços foi o grande destaque do mês, com a geração de +173.547 novos postos de trabalho formais. @MinEconomia https://t.co/x71ZqsY6rE"
216,"- O @minsaude segue seu trabalho diário de distribuição de vacinas, alcançando quase 35 milhões de doses de imunizantes contra a Covid-19 aos estados brasileiros. @secomvc https://t.co/bMh53BPMiL"
217,"- São 2,4 mil leitos de UTI adulto e 50 leitos de UTI pediátrica para atendimento exclusivo de pacientes graves, para 23 estados e DF. Além de 900 leitos de Suporte Ventilatório Pulmonar para 12 estados e DF. Leia https://t.co/cCkhX63x6N

@casacivilbr / @minsaude https://t.co/MMOIzzeb97"
